CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
713058858,Attrited Customer,54,F,2,Graduate,Unknown,Less than $40K,Blue,46,5,3,2,1695,913,782,45%,2130,48,50%,54%
713993208,Existing Customer,37,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5,2,1438.3,0,1438.3,86%,4314,82,86%,0%
778360608,Existing Customer,42,F,1,College,Divorced,Less than $40K,Blue,22,5,3,2,2403,1105,1298,74%,4186,77,71%,46%
710914158,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,5,1,2,3349,2517,832,79%,4405,55,139%,75%
714789033,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173,2517,656,62%,2763,51,82%,79%
752648883,Existing Customer,49,F,2,College,Single,Less than $40K,Blue,41,6,3,1,2018,1366,652,96%,4842,69,50%,68%
711765708,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Blue,36,3,4,1,6690,1912,4778,61%,3875,60,54%,29%
805461783,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4,0,1438.3,0,1438.3,64%,4735,87,67%,0%
719098308,Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423,268,2155,80%,2516,59,64%,11%
825811158,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,3069,2517,552,73%,4512,83,77%,82%
713706258,Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3,773,665.3,114%,4890,63,91%,54%
716675358,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478,941,2537,71%,4607,83,93%,27%
711392508,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438.3,0,1438.3,74%,4513,75,74%,0%
771420708,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Blue,30,3,2,1,1446,621,825,83%,4860,68,70%,43%
721207908,Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,37,5,2,3,1493,0,1493,61%,4655,95,64%,0%
714293358,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166,989,3177,97%,4584,70,126%,24%
711459483,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,6,2,3,2242,0,2242,66%,4845,66,94%,0%
717211608,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,34,6,4,2,4975,1221,3754,60%,4776,68,89%,25%
717125958,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,38,6,5,1,2652,1581,1071,74%,4747,80,78%,60%
779261433,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043,1597,446,81%,3553,61,69%,78%
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489,2517,972,72%,2684,39,56%,72%
718570158,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,3,2,2901,2517,384,61%,4731,83,80%,87%
711039633,Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594,0,1594,47%,4653,65,67%,0%
714074808,Existing Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,3,1,2241,1670,571,70%,4653,75,63%,75%
710439483,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581,1722,859,77%,4431,79,72%,67%
788835408,Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910,0,2910,79%,2648,41,46%,0%
712327608,Attrited Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708,0,2708,67%,2321,45,55%,0%
714146208,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,32,6,1,1,2594,2159,435,79%,3872,71,51%,83%
720818658,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438.3,0,1438.3,68%,4594,86,72%,0%
715222533,Attrited Customer,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566,1079,1487,55%,2340,36,50%,42%
802455633,Existing Customer,56,F,1,Unknown,Single,Less than $40K,Blue,50,4,4,1,1698,0,1698,85%,4371,74,90%,0%
718466883,Existing Customer,34,F,1,Uneducated,Single,Less than $40K,Blue,25,6,1,2,2689,1618,1071,59%,4237,79,68%,60%
714909858,Existing Customer,52,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,1,2451,1733,718,72%,5283,90,70%,71%
772846383,Existing Customer,45,F,1,Unknown,Single,Less than $40K,Blue,36,3,4,1,2632,1480,1152,59%,4787,89,68%,56%
712552608,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,71%,2658,43,65%,0%
719887008,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757,1352,405,88%,4121,81,42%,77%
773342808,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,6,4,3,2711,1793,918,68%,5084,79,72%,66%
708375858,Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776,1341,1435,74%,4318,68,94%,48%
778919583,Existing Customer,49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604,1112,492,62%,4253,68,74%,69%
814785108,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493,1655,838,91%,4473,76,90%,66%
809616108,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,1568,61%,2812,59,79%,0%
809378133,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521,0,1521,79%,4880,79,55%,0%
717954333,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,1781,935,846,87%,5093,77,97%,53%
737052258,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284,2517,2767,67%,4525,63,54%,48%
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207,1527,680,86%,4159,64,113%,69%
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723,1010,713,70%,4112,82,86%,59%
803339583,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644,0,1644,103%,4898,82,78%,0%
708972783,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,66%,2297,44,63%,0%
719723658,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768,0,1768,79%,4628,90,84%,0%
806189658,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780,893,887,61%,4630,73,59%,50%
789070233,Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,1223,69%,4339,72,60%,59%
809452383,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3,0,1438.3,71%,4733,89,82%,0%
712407783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809,1181,628,66%,4452,83,60%,65%
717878883,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3,0,1438.3,68%,4463,71,82%,0%
714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,1586,50%,2109,41,41%,0%
721241583,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109,1205,904,51%,2935,60,94%,57%
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,505,81%,5019,78,70%,68%
718645308,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311,1222,1089,67%,4730,89,75%,53%
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,3214,44%,2119,44,52%,0%
715058433,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006,879,2127,76%,5125,87,74%,29%
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484,1495,989,92%,4084,86,54%,60%
825368658,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,1664,1268,61%,4795,82,71%,57%
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882,2081,801,64%,4933,103,66%,72%
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658,694,1964,72%,4774,92,77%,26%
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846,1606,1240,70%,5092,86,79%,56%
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837,834,2003,43%,3892,69,41%,29%
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,989,72%,4678,91,66%,52%
718957083,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,1449,79%,4797,88,91%,0%
779403558,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737,0,1737,65%,4611,73,97%,0%
788994783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,1258,67%,4519,76,85%,31%
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,667,80%,4615,90,67%,58%
716766033,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768,1242,526,78%,4439,65,81%,70%
780529908,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023,1331,692,62%,5098,79,68%,66%
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937,733,1204,83%,4547,73,97%,38%
789271533,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,908,530.3,62%,4653,74,90%,63%
720152058,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725,2444,281,96%,4965,85,81%,90%
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,78%,5015,68,79%,0%
771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,76%,2705,35,52%,11%
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,484,97%,4455,67,76%,78%
789508758,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170,641,3529,82%,3669,67,60%,15%
780653208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300,2517,783,94%,3784,55,112%,76%
709077933,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,4740,89%,4460,62,68%,13%
714186108,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152,1682,470,105%,4126,71,97%,78%
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,72%,2096,50,47%,62%
778937583,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228,1449,779,61%,4382,83,69%,65%
708498033,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279,1837,442,85%,2789,52,68%,81%
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,51%,2229,45,41%,0%
790023408,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915,2422,493,58%,4037,83,77%,83%
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984,2517,467,57%,2373,53,36%,84%
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653,0,1653,52%,2284,35,30%,0%
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723,1588,1135,85%,4307,83,84%,58%
712838358,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3,0,1438.3,55%,4702,84,71%,0%
714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,1818,76%,2279,50,72%,0%
716930133,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824,0,1824,80%,4594,86,65%,0%
808981608,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452,540,4912,54%,4220,66,74%,10%
715565058,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438.3,0,1438.3,47%,4479,70,63%,0%
714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,3218,50%,1979,48,66%,40%
712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706,0,1706,60%,2371,45,50%,0%
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591,2517,1074,67%,2313,43,54%,70%
710243208,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,3,2,1707,0,1707,68%,4846,80,57%,0%
708870408,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844,2079,1765,76%,4271,56,81%,54%
828294933,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951,2437,514,77%,2519,36,57%,83%
713531808,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438.3,0,1438.3,81%,4475,74,64%,0%
712781883,Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611,537,2074,85%,5121,83,80%,21%
771497283,Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,6,3,2917,1310,1607,76%,4736,79,80%,45%
779848383,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,1207,54%,2348,47,52%,32%
715495308,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,4,1,8919,2231,6688,56%,3923,73,103%,25%
712431183,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164,0,2164,69%,5282,80,82%,0%
718324983,Existing Customer,60,F,0,College,Married,Less than $40K,Blue,49,5,3,3,1634,1155,479,87%,4522,83,77%,71%
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,587,78%,4571,85,85%,73%
789698733,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,3,1,4788,1088,3700,81%,4438,78,95%,23%
787514433,Existing Customer,34,F,3,College,Married,Less than $40K,Blue,23,3,3,3,2164,1176,988,84%,5075,71,87%,54%
811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,4,2,1532,1183,349,62%,4359,78,86%,77%
717371583,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883,400,1483,53%,1954,45,50%,21%
781930233,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,37,6,1,1,2946,2338,608,58%,4717,70,63%,79%
716825808,Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,1,0,2697,2216,481,68%,4063,75,79%,82%
788898933,Existing Customer,42,F,4,College,Married,Less than $40K,Blue,27,6,2,1,2043,0,2043,102%,5198,77,71%,0%
718932633,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,1717,1156,561,65%,4301,64,64%,67%
711487533,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,2,1438.3,0,1438.3,20%,1687,38,23%,0%
794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,1,3,1817,0,1817,50%,2347,45,45%,0%
713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,3,3,2,2590,0,2590,63%,3391,66,83%,0%
708136908,Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,2,2,2616,801,1815,72%,4655,68,51%,31%
714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708,0,1708,44%,1992,38,36%,0%
709455108,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393,1667,726,97%,3768,79,68%,70%
767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,3424,1333,2091,67%,4485,61,69%,39%
770800683,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,3,2640,2133,507,101%,4956,72,85%,81%
717797658,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,6,2,2,1438.3,740,698.3,70%,4970,87,93%,51%
779458383,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,32,6,2,3,2590,2087,503,70%,4248,73,78%,81%
710456658,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080,1799,281,65%,5130,82,86%,87%
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,3,2375,1353,1022,80%,5000,76,62%,57%
718020408,Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,36,3,4,3,1977,545,1432,90%,4393,72,95%,28%
720114633,Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,30,3,3,1,2709,1726,983,70%,5056,89,78%,64%
711302883,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,46,3,2,2,2165,1392,773,73%,4194,72,95%,64%
718641483,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,42,3,1,1,2404,1109,1295,64%,4519,72,64%,46%
710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,2,1666,0,1666,92%,2816,38,52%,0%
772243833,Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,43,4,1,3,3186,968,2218,70%,4077,75,63%,30%
711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596,868,1728,74%,4801,72,71%,33%
779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662,613,1049,87%,2326,31,55%,37%
715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053,0,2053,87%,3053,50,56%,0%
709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,1,2,1927,1337,590,67%,5127,81,65%,69%
720414558,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,6,2,1,1971,922,1049,76%,4827,84,87%,47%
711919608,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031,1720,311,71%,2702,32,78%,85%
709993158,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,31,5,2,0,2330,1584,746,78%,3917,71,65%,68%
767815233,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,40,6,4,2,1438.3,0,1438.3,71%,4283,88,83%,0%
717624708,Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,51,6,5,3,1438.3,0,1438.3,73%,2589,49,69%,0%
717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,6,2,1,5153,1378,3775,74%,4274,81,72%,27%
712619808,Existing Customer,47,F,3,College,Single,Less than $40K,Blue,36,3,2,1,2500,1169,1331,64%,4265,87,81%,47%
714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611,2517,1094,54%,2178,45,55%,70%
772323033,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,33,3,2,2,4606,1556,3050,68%,4363,78,66%,34%
719034183,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,1,3,1555,1366,189,70%,5490,86,76%,88%
720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,3,4,2160,0,2160,65%,2360,56,65%,0%
718816158,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,33,3,3,3,5362,1984,3378,66%,3851,87,64%,37%
720003558,Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,32,4,4,3,1834,1416,418,87%,5653,79,93%,77%
818993508,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,4,4,2,2577,879,1698,74%,5021,75,74%,34%
789820308,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,40,3,2,2,2925,2065,860,69%,3913,47,147%,71%
819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,3,2,1545,0,1545,75%,2646,39,44%,0%
710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212,0,2212,94%,2394,55,90%,0%
713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784,2378,406,53%,2021,57,68%,85%
716891583,Existing Customer,41,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,0,1867,970,897,83%,4537,60,100%,52%
716510658,Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,3,3,2595,2353,242,92%,2526,41,58%,91%
708125733,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,36,4,3,1,1438.3,0,1438.3,91%,4311,77,83%,0%
716484333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,1,2,1696,1177,519,69%,4410,84,83%,69%
719740008,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791,940,1851,81%,2584,49,44%,34%
718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,2,1832,748,1084,88%,4376,87,81%,41%
708516558,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,36,3,2,1,2588,1782,806,55%,4159,83,77%,69%
709350783,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,36,6,1,1,4847,1856,2991,61%,4712,76,81%,38%
789472833,Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,33,3,3,1,2283,1690,593,87%,4377,64,49%,74%
711099408,Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,25,5,2,3,2684,1658,1026,67%,4657,76,100%,62%
818791833,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,2730,1303,1427,131%,4750,76,90%,48%
719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275,0,6275,79%,4308,75,79%,0%
713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,5,1,3,1522,0,1522,78%,4835,70,49%,0%
714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34,4,2,2,1438.3,491,947.3,71%,4376,84,79%,34%
709726158,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,0,2206,1110,1096,75%,5196,92,61%,50%
717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28,4,2,1,1788,0,1788,100%,3511,56,93%,0%
712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4,5021,2517,2504,59%,2270,40,48%,50%
720294258,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,30,4,2,2,2558,0,2558,73%,4635,82,64%,0%
711343233,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,3,1,3,1438.3,1183,255.3,84%,4551,65,67%,82%
712394283,Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,30,4,3,2,1791,1314,477,73%,5109,79,76%,73%
790021233,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2300,1598,702,81%,4287,84,71%,70%
711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,2526,2048,478,72%,4267,72,80%,81%
719617758,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,3,1,3,2464,1794,670,68%,4610,76,90%,73%
779858058,Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,18,4,1,3,2730,0,2730,65%,4530,72,71%,0%
779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,4,3,1,5716,623,5093,67%,4387,79,88%,11%
719410083,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,0,1635,1220,415,57%,4807,56,93%,75%
717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272,1350,922,76%,2354,49,96%,59%
719911458,Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,36,4,2,3,2598,1848,750,55%,4396,78,81%,71%
720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437,0,2437,91%,3068,53,66%,0%
745124658,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,35,5,2,1,2563,1579,984,92%,4838,70,71%,62%
756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,2,3,2911,1471,1440,87%,4450,62,77%,51%
772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363,978,1385,66%,2635,40,54%,41%
715128408,Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,863,575.3,61%,4482,67,91%,60%
798011733,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,1,2,1562,751,811,93%,4574,81,98%,48%
712560558,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42,5,2,1,1438.3,0,1438.3,61%,4660,87,89%,0%
712012758,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,1,3,2189,1860,329,83%,4195,81,65%,85%
778152108,Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,23,4,2,3,2239,1256,983,61%,4986,83,98%,56%
719633508,Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,1,1,1663,0,1663,71%,4875,86,65%,0%
711420258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,36,5,3,2,1438.3,0,1438.3,71%,4432,71,65%,0%
713177808,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,51,5,1,0,2894,0,2894,89%,5405,87,71%,0%
710855508,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,33,4,3,1,2740,1786,954,60%,4327,70,133%,65%
715303608,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,5,2,1,2374,1332,1042,69%,4253,81,88%,56%
710897133,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,2267,1357,910,70%,4464,85,74%,60%
712843983,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569,257,1312,41%,2288,45,67%,16%
719279208,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158,1299,859,73%,4946,73,97%,60%
718183833,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,18,4,2,1,1438.3,0,1438.3,60%,4322,68,62%,0%
714245358,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,2,2182,1566,616,57%,3935,77,71%,72%
716313858,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,36,6,4,0,3319,913,2406,61%,4560,84,105%,28%
